chrom,start,end,tile_id,score,strand,GM12878,Jurkat,MRC5,A549,HEK293,K562,GM12878_active,Jurkat_active,MRC5_active,A549_active,HEK293_active,K562_active,ATAC_signal,GM12878_category,Jurkat_category,MRC5_category,A549_category,HEK293_category,K562_category
KT899744.1,6300,6500,Herpesvirus:Herpes_Simplex_1_KOS:3164:-,0,-,1.2277844936115665,1.3410180246124024,1.5250153832796585,1.7513410429230256,1.8313439042813864,2.2704090890627047,False,False,False,False,False,False,274.21848,Neither,Neither,Neither,Neither,Neither,Neither
KT899744.1,6400,6600,Herpesvirus:Herpes_Simplex_1_KOS:3166:-,0,-,1.0401591311816478,1.322935856362579,1.2547295617814167,1.491964627220928,1.1932543833772884,1.7283394998620736,False,False,False,False,False,False,219.81409,Neither,Neither,Neither,Neither,Neither,Neither
KT899744.1,6450,6650,Herpesvirus:Herpes_Simplex_1_KOS:3167:-,0,-,1.1613997143949406,1.3782759909974502,1.4951643652601132,1.7296420084355026,1.3707998555762544,1.9073322328486573,False,False,False,False,False,False,290.34525,Neither,Neither,Neither,Neither,Neither,Neither
KT899744.1,6500,6700,Herpesvirus:Herpes_Simplex_1_KOS:3168:-,0,-,1.5491361649664546,1.6723117689441866,1.9953195758755224,2.3078226027534727,1.652860423483705,3.572477606719485,False,True,True,True,False,True,367.1829,Neither,Active only,Active only,Active only,Neither,Active only
KT899744.1,6550,6750,Herpesvirus:Herpes_Simplex_1_KOS:3169:-,0,-,0.8538360723127455,0.9281080826189598,1.0167143032526436,1.0443485879481471,1.0103779697325292,1.2797917741340603,False,False,False,False,False,False,426.35632,Neither,Neither,Neither,Neither,Neither,Neither
KT899744.1,6750,6950,Herpesvirus:Herpes_Simplex_1_KOS:3173:-,0,-,0.6071789256914717,1.216432806472349,0.7099423200019758,1.2704871081603573,1.4580214936772722,2.285290005827927,False,False,False,False,False,False,468.68134,Neither,Neither,Neither,Neither,Neither,Neither
KT899744.1,6800,7000,Herpesvirus:Herpes_Simplex_1_KOS:3174:-,0,-,1.1590230734658833,1.4895560541359711,1.2306980630183386,1.4775015997051424,1.3922635419051737,2.56728228065848,False,False,False,False,False,False,411.73553,Neither,Neither,Neither,Neither,Neither,Neither
KT899744.1,7250,7450,Herpesvirus:Herpes_Simplex_1_KOS:3183:-,0,-,1.915047276890435,1.2962283066930698,1.7852946661012437,1.1866587273389706,1.6788934520595464,1.2978082774261337,True,False,False,False,False,False,546.30334,Active only,Neither,Neither,Neither,Neither,Neither
KT899744.1,7300,7500,Herpesvirus:Herpes_Simplex_1_KOS:3184:-,0,-,2.083737216855006,1.36527400686521,2.516290653441038,1.398862163687672,1.7547030470917553,1.6579128360407895,True,False,True,False,False,False,569.58374,Active only,Neither,Active only,Neither,Neither,Neither
KT899744.1,7350,7550,Herpesvirus:Herpes_Simplex_1_KOS:3185:-,0,-,2.0918274844440523,1.179532957585861,2.811667993229852,1.4282060093977866,1.329254403601105,1.6458118493486709,True,False,True,False,False,False,547.1505,Active only,Neither,Active only,Neither,Neither,Neither
KT899744.1,7400,7600,Herpesvirus:Herpes_Simplex_1_KOS:3186:-,0,-,1.2100482410453224,1.1861183837898222,1.6668822282271067,1.5849304353587028,1.4887724147788437,2.4248059812686265,False,False,False,False,False,False,554.4295,Neither,Neither,Neither,Neither,Neither,Neither
KT899744.1,7450,7650,Herpesvirus:Herpes_Simplex_1_KOS:3187:-,0,-,1.8818883639685389,2.2179277449782013,4.365528060688264,3.9350715233991496,3.4093984802915327,5.612022544632532,True,True,True,True,True,True,577.7413,Active only,Active only,Active only,Active only,Active only,Active only
KT899744.1,7500,7700,Herpesvirus:Herpes_Simplex_1_KOS:3188:-,0,-,3.622038708264893,3.5785074990877432,6.175929992401404,5.799512661332698,5.259271099026436,7.102525585174904,True,True,True,True,True,True,620.8819,Active only,Active only,Active only,Active only,Active only,Active only
KT899744.1,7550,7750,Herpesvirus:Herpes_Simplex_1_KOS:3189:-,0,-,3.402857155084129,3.177564881919392,6.047663721773634,5.658588018614722,5.278542908333291,6.280982727255296,True,True,True,True,True,True,663.77167,Active & Accessible,Active & Accessible,Active & Accessible,Active & Accessible,Active & Accessible,Active & Accessible
KT899744.1,7600,7800,Herpesvirus:Herpes_Simplex_1_KOS:3190:-,0,-,2.301816288602636,2.4535992544813423,5.077474119299375,4.5088234938575695,4.588644695415638,5.48198470557991,True,True,True,True,True,True,608.83386,Active only,Active only,Active only,Active only,Active only,Active only
KT899744.1,7650,7850,Herpesvirus:Herpes_Simplex_1_KOS:3191:-,0,-,1.281570393698192,2.0655187833922826,2.262303263588072,2.2594435069729704,1.9708212955429167,3.562917996180121,False,True,True,True,False,True,549.22125,Neither,Active only,Active only,Active only,Neither,Active only
KT899744.1,7700,7900,Herpesvirus:Herpes_Simplex_1_KOS:3192:-,0,-,1.6736804473249438,2.383527391678802,2.751361965326644,3.451436066221322,3.097271693317881,5.263778989275884,True,True,True,True,True,True,494.0326,Active only,Active only,Active only,Active only,Active only,Active only
KT899744.1,7900,8100,Herpesvirus:Herpes_Simplex_1_KOS:3196:-,0,-,0.9106022749498516,1.1063317578688234,1.2211666343213163,1.4798890365308084,1.328458926705425,1.8832204535005208,False,False,False,False,False,False,301.42062,Neither,Neither,Neither,Neither,Neither,Neither
KT899744.1,7950,8150,Herpesvirus:Herpes_Simplex_1_KOS:3197:-,0,-,0.6696878065755993,1.1426051584331685,1.5137708927727451,1.438898910814991,1.2120132217698454,2.190141085044564,False,False,False,False,False,False,257.93475,Neither,Neither,Neither,Neither,Neither,Neither
KT899744.1,8000,8200,Herpesvirus:Herpes_Simplex_1_KOS:3198:-,0,-,0.9060645055631062,1.364283746847682,1.2151094377524836,1.5109257615127063,1.20930191870688,1.9346641364486208,False,False,False,False,False,False,241.58817,Neither,Neither,Neither,Neither,Neither,Neither
KT899744.1,8150,8350,Herpesvirus:Herpes_Simplex_1_KOS:3201:-,0,-,1.1211820241726331,1.369015088650444,1.515237173848797,1.8490586161963325,1.5667014789622935,2.7447309879101227,False,False,False,False,False,True,238.10559,Neither,Neither,Neither,Neither,Neither,Active only
KT899744.1,8200,8400,Herpesvirus:Herpes_Simplex_1_KOS:3202:-,0,-,1.0821038709550777,1.5640846103436443,1.5197866670189757,2.0103721310661378,2.152016197779324,2.605602541917696,False,False,False,True,True,True,299.5067,Neither,Neither,Neither,Active only,Active only,Active only
KT899744.1,8250,8450,Herpesvirus:Herpes_Simplex_1_KOS:3203:-,0,-,0.9686614387198194,1.1680018664972012,1.2214724242339787,1.8807881300161684,1.4000351768998094,2.222735037471616,False,False,False,False,False,False,294.51813,Neither,Neither,Neither,Neither,Neither,Neither
KT899744.1,8300,8500,Herpesvirus:Herpes_Simplex_1_KOS:3204:-,0,-,0.78901407992585,0.927822474332416,1.039877003493697,1.201493045111937,0.8101266044229741,1.4950252891828568,False,False,False,False,False,False,285.388,Neither,Neither,Neither,Neither,Neither,Neither
KT899744.1,8350,8550,Herpesvirus:Herpes_Simplex_1_KOS:3205:-,0,-,1.1630933252046405,1.1926141872662983,1.3696330942324302,1.5026202730397074,1.0710010051941534,1.412647114189456,False,False,False,False,False,False,262.20178,Neither,Neither,Neither,Neither,Neither,Neither
KT899744.1,8600,8800,Herpesvirus:Herpes_Simplex_1_KOS:3210:-,0,-,0.8910689199102422,1.1916910654408128,1.3932757124304085,1.8177927527256523,2.024418917879835,3.354070810742968,False,False,False,False,False,True,154.77348,Neither,Neither,Neither,Neither,Neither,Active only
KT899744.1,8650,8850,Herpesvirus:Herpes_Simplex_1_KOS:3211:-,0,-,1.1884588325452683,1.089717782955011,1.107746333095133,1.692269602355827,1.7838701171300209,2.5777927506378218,False,False,False,False,False,False,153.14197,Neither,Neither,Neither,Neither,Neither,Neither
KT899744.1,8700,8900,Herpesvirus:Herpes_Simplex_1_KOS:3212:-,0,-,1.117647446965163,1.1218217455241897,1.453292381653692,2.075233623096312,2.239411040328964,2.9166100936462285,False,False,False,True,True,True,140.84283,Neither,Neither,Neither,Active only,Active only,Active only
KT899744.1,8750,8950,Herpesvirus:Herpes_Simplex_1_KOS:3213:-,0,-,1.1215091283024188,1.2961295709422274,1.720627052596814,2.0267879712483894,1.7383230646483372,2.397938968626232,False,False,False,True,False,False,119.19385,Neither,Neither,Neither,Active only,Neither,Neither
KT899744.1,8800,9000,Herpesvirus:Herpes_Simplex_1_KOS:3214:-,0,-,1.347262966738357,2.111462503752568,1.7900031212918297,2.6376720474868347,3.141649629820044,4.450797928503233,False,True,False,True,True,True,120.29197,Neither,Active only,Neither,Active only,Active only,Active only
KT899744.1,9000,9200,Herpesvirus:Herpes_Simplex_1_KOS:3218:-,0,-,1.0181683999302256,1.4540464239057542,1.7015523695684316,1.3704281297085104,1.0309193130476983,2.325194102195587,False,False,False,False,False,False,245.41602,Neither,Neither,Neither,Neither,Neither,Neither
KT899744.1,9050,9250,Herpesvirus:Herpes_Simplex_1_KOS:3219:-,0,-,0.6373473592070348,1.1014299340148015,0.9611190126129646,0.8705838350703237,0.7025058912649293,1.649505870569966,False,False,False,False,False,False,357.237,Neither,Neither,Neither,Neither,Neither,Neither
KT899744.1,9100,9300,Herpesvirus:Herpes_Simplex_1_KOS:3220:-,0,-,1.0325903213588885,0.8839439019720612,1.0486182131996362,1.048912248812222,0.586761820105282,0.8884756703026201,False,False,False,False,False,False,419.07727,Neither,Neither,Neither,Neither,Neither,Neither
KT899744.1,9150,9350,Herpesvirus:Herpes_Simplex_1_KOS:3221:-,0,-,0.8955518053889774,1.303064798838764,0.8906666069994833,1.5301270347142255,1.1139347702291695,1.4338128775048626,False,False,False,False,False,False,442.98523,Neither,Neither,Neither,Neither,Neither,Neither
KT899744.1,9200,9400,Herpesvirus:Herpes_Simplex_1_KOS:3222:-,0,-,1.1026159627838288,1.31089501942482,1.1270668072148624,1.2315109639146145,0.953836531800346,1.3820525603056817,False,False,False,False,False,False,497.60922,Neither,Neither,Neither,Neither,Neither,Neither
KT899744.1,9250,9450,Herpesvirus:Herpes_Simplex_1_KOS:3223:-,0,-,0.7982104383375722,1.0046591772999875,1.0209682512068217,1.1259882869654367,1.0969620121539556,0.9465476318068397,False,False,False,False,False,False,544.60913,Neither,Neither,Neither,Neither,Neither,Neither
KT899744.1,9300,9500,Herpesvirus:Herpes_Simplex_1_KOS:3224:-,0,-,0.7924205278029773,1.0286179114119942,0.9907132615476943,1.2447089205463893,1.1080141058822313,1.0485707043966743,False,False,False,False,False,False,599.32733,Neither,Neither,Neither,Neither,Neither,Neither
KT899744.1,9350,9550,Herpesvirus:Herpes_Simplex_1_KOS:3225:-,0,-,1.2616402316474236,0.9562265161007693,1.9469907085145648,1.7158866587618244,1.089487164174794,1.5754854341494933,False,False,True,False,False,False,634.5929,Neither,Neither,Active only,Neither,Neither,Neither
KT899744.1,9400,9600,Herpesvirus:Herpes_Simplex_1_KOS:3226:-,0,-,1.734298543523282,1.1635906434749934,2.8164759951962752,2.2151708131300203,1.5938689978972038,3.1349553477431726,True,False,True,True,False,True,653.669,Active & Accessible,Accessible only,Active & Accessible,Active & Accessible,Accessible only,Active & Accessible
KT899744.1,9450,9650,Herpesvirus:Herpes_Simplex_1_KOS:3227:-,0,-,1.6635952301086552,1.4064689758535378,2.936578922698848,1.7442356269232098,1.981091123599356,1.877085020150849,True,False,True,False,False,False,647.7077,Active only,Neither,Active only,Neither,Neither,Neither
KT899744.1,9500,9700,Herpesvirus:Herpes_Simplex_1_KOS:3228:-,0,-,1.0726945970841777,1.0102346946374596,1.5455360022995408,1.628024621565471,1.0094030677213963,1.5830705109417622,False,False,False,False,False,False,638.7658,Neither,Neither,Neither,Neither,Neither,Neither
KT899744.1,9550,9750,Herpesvirus:Herpes_Simplex_1_KOS:3229:-,0,-,1.011535932345882,0.8818310283530191,1.0844672925289007,1.1324773989293744,1.214146943890925,1.1294156631842942,False,False,False,False,False,False,642.3426,Neither,Neither,Neither,Neither,Neither,Neither
KT899744.1,9600,9800,Herpesvirus:Herpes_Simplex_1_KOS:3230:-,0,-,0.8415470791907412,0.9334798456343668,0.8315480507283755,0.7393833649355099,0.6461610149295776,0.8074818329537639,False,False,False,False,False,False,601.3039,Neither,Neither,Neither,Neither,Neither,Neither
KT899744.1,9650,9850,Herpesvirus:Herpes_Simplex_1_KOS:3231:-,0,-,1.045848785380744,0.9510413542947128,1.0060671501592433,1.098383091687224,0.859794606370323,1.107424417506356,False,False,False,False,False,False,580.50226,Neither,Neither,Neither,Neither,Neither,Neither
KT899744.1,9700,9900,Herpesvirus:Herpes_Simplex_1_KOS:3232:-,0,-,0.906456531591493,1.035832719938968,1.036928607603005,0.9466756827876944,0.6425037221145,0.9723499725704776,False,False,False,False,False,False,587.24786,Neither,Neither,Neither,Neither,Neither,Neither
KT899744.1,9750,9950,Herpesvirus:Herpes_Simplex_1_KOS:3233:-,0,-,0.9310572011649416,1.0104709617052117,1.1698445211348387,1.0932002950904347,0.85299712189138,1.0476105267302227,False,False,False,False,False,False,580.40814,Neither,Neither,Neither,Neither,Neither,Neither
KT899744.1,9800,10000,Herpesvirus:Herpes_Simplex_1_KOS:3234:-,0,-,1.2788215228701438,1.259301137883618,1.1018748375210698,1.1721961010967668,1.0185667923150723,1.650333796356891,False,False,False,False,False,False,560.10846,Neither,Neither,Neither,Neither,Neither,Neither
KT899744.1,9850,10050,Herpesvirus:Herpes_Simplex_1_KOS:3235:-,0,-,1.0922663986095045,1.9875903773568973,1.275383408718192,1.3585586004869858,1.4405259675753852,2.2832936370024908,False,True,False,False,False,False,544.923,Neither,Active only,Neither,Neither,Neither,Neither
KT899744.1,9900,10100,Herpesvirus:Herpes_Simplex_1_KOS:3236:-,0,-,1.156660217860872,2.1634542244090893,1.5666128991727903,1.821657069811884,2.1517669739074545,2.8069255347194693,False,True,False,False,True,True,553.3315,Neither,Active only,Neither,Neither,Active only,Active only
KT899744.1,9950,10150,Herpesvirus:Herpes_Simplex_1_KOS:3237:-,0,-,1.3651256644219534,2.1272532527123267,2.0825684394274115,2.4712650981842708,2.5164926195989223,3.147802582722265,False,True,True,True,True,True,553.6452,Neither,Active only,Active only,Active only,Active only,Active only
KT899744.1,10000,10200,Herpesvirus:Herpes_Simplex_1_KOS:3238:-,0,-,1.251391395321627,0.9892326226910002,1.5653338903583416,1.255600839071935,1.182014613961397,1.3908094136585123,False,False,False,False,False,False,587.8126,Neither,Neither,Neither,Neither,Neither,Neither
KT899744.1,10050,10250,Herpesvirus:Herpes_Simplex_1_KOS:3239:-,0,-,1.6946405779976406,0.9829509613705366,1.1882653086240025,0.9799493792259516,0.776896975407577,1.031038520171507,True,False,False,False,False,False,622.8899,Active only,Neither,Neither,Neither,Neither,Neither
KT899744.1,10100,10300,Herpesvirus:Herpes_Simplex_1_KOS:3240:-,0,-,1.1992123047520842,1.0994223275913593,1.1581248412670608,1.0321708225609532,0.9026798333610864,0.9033948769505188,False,False,False,False,False,False,629.13354,Neither,Neither,Neither,Neither,Neither,Neither
KT899744.1,10150,10350,Herpesvirus:Herpes_Simplex_1_KOS:3241:-,0,-,1.3683525410814394,1.0480881680678078,1.1421924270015178,1.2666005580167112,1.146325815752999,2.0484995746937766,False,False,False,False,False,False,654.82965,Accessible only,Accessible only,Accessible only,Accessible only,Accessible only,Accessible only
KT899744.1,10200,10400,Herpesvirus:Herpes_Simplex_1_KOS:3242:-,0,-,1.0575102474682834,0.9081833322961318,1.2996321931745405,1.141078918335485,0.7799890543242857,1.4539188814824373,False,False,False,False,False,False,622.733,Neither,Neither,Neither,Neither,Neither,Neither
KT899744.1,10250,10450,Herpesvirus:Herpes_Simplex_1_KOS:3243:-,0,-,1.184000223847159,0.9915028386668144,1.04697943153599,1.2052675466886873,1.1009726614212418,1.7736234636630872,False,False,False,False,False,False,591.9227,Neither,Neither,Neither,Neither,Neither,Neither
KT899744.1,10300,10500,Herpesvirus:Herpes_Simplex_1_KOS:3244:-,0,-,0.7807840018068307,1.0271673832762669,0.965633323201136,1.0638147332860528,1.0146493975502455,1.373118174020318,False,False,False,False,False,False,568.5797,Neither,Neither,Neither,Neither,Neither,Neither
KT899744.1,10350,10550,Herpesvirus:Herpes_Simplex_1_KOS:3245:-,0,-,0.7534017488844341,1.4692601379862906,1.0908530138529908,1.54332142432737,1.9794187693227128,3.686084983370026,False,False,False,False,False,True,558.72797,Neither,Neither,Neither,Neither,Neither,Active only
KT899744.1,10400,10600,Herpesvirus:Herpes_Simplex_1_KOS:3246:-,0,-,1.3662376827667058,2.282621543171527,1.906391085400104,2.270482793915133,2.941340068082335,4.518228422046608,False,True,True,True,True,True,600.645,Neither,Active only,Active only,Active only,Active only,Active only
KT899744.1,10450,10650,Herpesvirus:Herpes_Simplex_1_KOS:3247:-,0,-,1.3603239934145837,2.502855657668134,2.020928901567407,2.599326268515562,3.0063167369305286,5.106800057994838,False,True,True,True,True,True,656.7751,Accessible only,Active & Accessible,Active & Accessible,Active & Accessible,Active & Accessible,Active & Accessible
KT899744.1,10500,10700,Herpesvirus:Herpes_Simplex_1_KOS:3248:-,0,-,1.6488536240642808,2.126029420225245,1.9867442885280453,2.852609403680084,3.29761310118694,4.441310403521376,True,True,True,True,True,True,706.9125,Active & Accessible,Active & Accessible,Active & Accessible,Active & Accessible,Active & Accessible,Active & Accessible
KT899744.1,10550,10750,Herpesvirus:Herpes_Simplex_1_KOS:3249:-,0,-,1.2164743627397492,1.033323301066157,1.324647044200225,1.038945844280608,1.1855599680101585,1.113781918289281,False,False,False,False,False,False,733.9266,Accessible only,Accessible only,Accessible only,Accessible only,Accessible only,Accessible only
KT899744.1,10600,10800,Herpesvirus:Herpes_Simplex_1_KOS:3250:-,0,-,1.3390171555741024,0.9790300078229728,1.0217781652336608,1.1720145022414197,0.7964327369417659,1.0505946201328766,False,False,False,False,False,False,765.3331,Accessible only,Accessible only,Accessible only,Accessible only,Accessible only,Accessible only
KT899744.1,10650,10850,Herpesvirus:Herpes_Simplex_1_KOS:3251:-,0,-,1.442047097585636,1.1221917506995598,1.2383028954345003,1.5938376257343023,0.8276497725304209,1.0042991004674382,False,False,False,False,False,False,706.72437,Accessible only,Accessible only,Accessible only,Accessible only,Accessible only,Accessible only
KT899744.1,10700,10900,Herpesvirus:Herpes_Simplex_1_KOS:3252:-,0,-,2.2513118983155262,1.0965160140325934,0.934783427896325,1.6854068231297623,0.8159250387326028,1.1180952107065194,True,False,False,False,False,False,656.21045,Active & Accessible,Accessible only,Accessible only,Accessible only,Accessible only,Accessible only
KT899744.1,10750,10950,Herpesvirus:Herpes_Simplex_1_KOS:3253:-,0,-,2.116263666830797,0.9463823488866356,1.188090655447175,2.1958926708329325,0.6319149537876017,0.973786579554702,True,False,False,True,False,False,641.87195,Active only,Neither,Neither,Active only,Neither,Neither
KT899744.1,10800,11000,Herpesvirus:Herpes_Simplex_1_KOS:3254:-,0,-,1.0278081588263477,0.8871610341892396,1.357671848711299,1.5743783309563146,0.869927228575251,1.6635809443734484,False,False,False,False,False,False,606.3867,Neither,Neither,Neither,Neither,Neither,Neither
KT899744.1,10850,11050,Herpesvirus:Herpes_Simplex_1_KOS:3255:-,0,-,1.2118322818597178,0.9963039876076416,1.2993868556835382,1.4521357945113849,1.1443364312628357,2.456089791844437,False,False,False,False,False,False,635.7224,Neither,Neither,Neither,Neither,Neither,Neither
KT899744.1,10900,11100,Herpesvirus:Herpes_Simplex_1_KOS:3256:-,0,-,1.3251791778747923,1.4387140780586396,1.4061080153613112,1.6623030524358575,2.206373645567047,2.516794801262817,False,False,False,False,True,False,657.18286,Accessible only,Accessible only,Accessible only,Accessible only,Active & Accessible,Accessible only
KT899744.1,10950,11150,Herpesvirus:Herpes_Simplex_1_KOS:3257:-,0,-,1.6913057953775086,2.1923169191438383,3.0451340778124525,1.9495696225883623,2.335946687570317,4.268994214034728,True,True,True,False,True,True,649.59,Active only,Active only,Active only,Neither,Active only,Active only
KT899744.1,11000,11200,Herpesvirus:Herpes_Simplex_1_KOS:3258:-,0,-,2.2571399107074166,2.3325789583663,4.016144817144448,2.3297376296489687,2.6424328211907566,4.7818541086128645,True,True,True,True,True,True,637.76166,Active only,Active only,Active only,Active only,Active only,Active only
KT899744.1,11050,11250,Herpesvirus:Herpes_Simplex_1_KOS:3259:-,0,-,2.055133172354777,1.8924617996696529,3.523610113967414,2.2365774553907247,2.50626425415664,4.733418349637132,True,True,True,True,True,True,644.91516,Active only,Active only,Active only,Active only,Active only,Active only
KT899744.1,11100,11300,Herpesvirus:Herpes_Simplex_1_KOS:3260:-,0,-,1.273161957402383,1.3100956556794818,1.3469102091616834,1.4550736523186287,1.5577279186574502,2.4670168568837343,False,False,False,False,False,False,657.8103,Accessible only,Accessible only,Accessible only,Accessible only,Accessible only,Accessible only
KT899744.1,11150,11350,Herpesvirus:Herpes_Simplex_1_KOS:3261:-,0,-,1.2585579477950783,1.3864892303967036,1.212804031489468,1.2836810550478464,1.6856572850523055,2.593864835271245,False,False,False,False,False,True,694.8017,Accessible only,Accessible only,Accessible only,Accessible only,Accessible only,Active & Accessible
KT899744.1,11200,11400,Herpesvirus:Herpes_Simplex_1_KOS:3262:-,0,-,1.224198990507259,1.7917189157953708,1.4720837172814585,1.6625497175870108,1.7739364556945076,2.9983786530997443,False,True,False,False,False,True,736.12274,Accessible only,Active & Accessible,Accessible only,Accessible only,Accessible only,Active & Accessible
KT899744.1,11250,11450,Herpesvirus:Herpes_Simplex_1_KOS:3263:-,0,-,0.9745905160373672,1.4715686925272435,1.165699590088395,1.190620886935655,1.1769750485290909,1.5865254068485424,False,False,False,False,False,False,728.4986,Accessible only,Accessible only,Accessible only,Accessible only,Accessible only,Accessible only
KT899744.1,11300,11500,Herpesvirus:Herpes_Simplex_1_KOS:3264:-,0,-,1.218511776321337,1.192126201387513,1.4358091937244395,1.4329185471402337,1.664868130239153,2.653175181548129,False,False,False,False,False,True,712.1836,Accessible only,Accessible only,Accessible only,Accessible only,Accessible only,Active & Accessible
KT899744.1,11350,11550,Herpesvirus:Herpes_Simplex_1_KOS:3265:-,0,-,1.3321605138931636,1.120078819046656,1.80692594593892,2.093944042858314,2.152932488953863,2.919277854981852,False,False,True,True,True,True,656.2417,Accessible only,Accessible only,Active & Accessible,Active & Accessible,Active & Accessible,Active & Accessible
KT899744.1,11400,11600,Herpesvirus:Herpes_Simplex_1_KOS:3266:-,0,-,1.0966727768405444,1.058504693464723,1.5110230101949975,2.13920984838782,1.959910761081336,2.386980049222464,False,False,False,True,False,False,615.956,Neither,Neither,Neither,Active only,Neither,Neither
KT899744.1,11450,11650,Herpesvirus:Herpes_Simplex_1_KOS:3267:-,0,-,1.147629920286454,1.2488207348626277,2.2318584227675524,2.73541603014114,3.881912447794382,3.176437675521507,False,False,True,True,True,True,590.8246,Neither,Neither,Active only,Active only,Active only,Active only
KT899744.1,11500,11700,Herpesvirus:Herpes_Simplex_1_KOS:3268:-,0,-,1.258869575693366,0.8965274859610776,1.2147968171756678,1.3937616455049475,0.9977953587845808,1.3051816456577523,False,False,False,False,False,False,576.1411,Neither,Neither,Neither,Neither,Neither,Neither
KT899744.1,11550,11750,Herpesvirus:Herpes_Simplex_1_KOS:3269:-,0,-,1.1586420470821737,1.0182696478476596,1.1458909348130046,1.5953062148575774,1.4685699282691864,1.2056322977199403,False,False,False,False,False,False,572.53296,Neither,Neither,Neither,Neither,Neither,Neither
KT899744.1,11600,11800,Herpesvirus:Herpes_Simplex_1_KOS:3270:-,0,-,1.19374657281978,1.0467690069757662,1.1714305641149618,1.2166799552013698,1.2175721252942742,1.7024813089452426,False,False,False,False,False,False,541.15796,Neither,Neither,Neither,Neither,Neither,Neither
KT899744.1,11650,11850,Herpesvirus:Herpes_Simplex_1_KOS:3271:-,0,-,1.053548265965609,0.9893464535036238,0.980783329618981,1.0623214869669697,0.8743347893209485,0.993543923807297,False,False,False,False,False,False,523.7449,Neither,Neither,Neither,Neither,Neither,Neither
KT899744.1,11700,11900,Herpesvirus:Herpes_Simplex_1_KOS:3272:-,0,-,1.087472726795979,1.1548903743782395,1.0254510242053083,1.2767393418811297,1.0418528911925309,1.322525613121564,False,False,False,False,False,False,522.8977,Neither,Neither,Neither,Neither,Neither,Neither
KT899744.1,11750,11950,Herpesvirus:Herpes_Simplex_1_KOS:3273:-,0,-,1.4041259600715192,1.2195210539182413,1.03912504812438,0.9710978126989124,0.9813050967241372,1.1215233640403302,False,False,False,False,False,False,562.6186,Neither,Neither,Neither,Neither,Neither,Neither
KT899744.1,11800,12000,Herpesvirus:Herpes_Simplex_1_KOS:3274:-,0,-,1.439149740083855,1.2345812726351588,1.786301234266914,1.6043176183316417,1.596335808093056,2.077469687937309,False,False,False,False,False,False,600.01764,Neither,Neither,Neither,Neither,Neither,Neither
KT899744.1,11850,12050,Herpesvirus:Herpes_Simplex_1_KOS:3275:-,0,-,1.2865471372201296,1.091198676374132,1.901334218169349,1.53127871420372,1.7301745997752649,2.0668834550489468,False,False,True,False,False,False,658.8773,Accessible only,Accessible only,Active & Accessible,Accessible only,Accessible only,Accessible only
KT899744.1,11900,12100,Herpesvirus:Herpes_Simplex_1_KOS:3276:-,0,-,1.2364296214942172,1.3306999987743224,1.516369380761385,1.416685085544111,1.7079223346268706,2.2443133080436253,False,False,False,False,False,False,695.9313,Accessible only,Accessible only,Accessible only,Accessible only,Accessible only,Accessible only
KT899744.1,11950,12150,Herpesvirus:Herpes_Simplex_1_KOS:3277:-,0,-,1.1835641693478407,1.4648843346784364,1.307583427326075,1.381573025120744,2.0761163918232453,3.1223807630115084,False,False,False,False,False,True,653.01013,Accessible only,Accessible only,Accessible only,Accessible only,Accessible only,Active & Accessible
KT899744.1,12000,12200,Herpesvirus:Herpes_Simplex_1_KOS:3278:-,0,-,0.9396753027751816,1.5293809951798183,1.1382370228081466,1.2538556264260463,2.014703056731359,2.874652785057921,False,False,False,False,False,True,653.3553,Accessible only,Accessible only,Accessible only,Accessible only,Accessible only,Active & Accessible
KT899744.1,12050,12250,Herpesvirus:Herpes_Simplex_1_KOS:3279:-,0,-,0.9297297545542934,1.363363100526282,1.1584458315645452,1.0958799585799053,1.1296274709364384,2.8107452445396497,False,False,False,False,False,True,657.685,Accessible only,Accessible only,Accessible only,Accessible only,Accessible only,Active & Accessible
KT899744.1,12100,12300,Herpesvirus:Herpes_Simplex_1_KOS:3280:-,0,-,0.8155015799869917,1.1626682270446709,1.2229769202225111,1.3748668195903313,1.373204097592187,2.6874399841220367,False,False,False,False,False,True,661.4186,Accessible only,Accessible only,Accessible only,Accessible only,Accessible only,Active & Accessible
KT899744.1,12150,12350,Herpesvirus:Herpes_Simplex_1_KOS:3281:-,0,-,0.5194668122079715,0.8967402419141351,1.436329257675966,1.0769831318415752,0.8566686551862022,0.9369283625714268,False,False,False,False,False,False,683.4439,Accessible only,Accessible only,Accessible only,Accessible only,Accessible only,Accessible only
KT899744.1,12200,12400,Herpesvirus:Herpes_Simplex_1_KOS:3282:-,0,-,1.3918022738056854,1.3152013111652423,1.79456926036278,2.0741552130533174,1.797921002410959,2.328775116101803,False,False,False,True,False,False,726.114,Accessible only,Accessible only,Accessible only,Active & Accessible,Accessible only,Accessible only
KT899744.1,12250,12450,Herpesvirus:Herpes_Simplex_1_KOS:3283:-,0,-,1.4731784394160574,2.0183661928415746,2.38136625182768,2.8351198991729545,2.4611926550072787,3.0146199774382687,False,True,True,True,True,True,744.7823,Accessible only,Active & Accessible,Active & Accessible,Active & Accessible,Active & Accessible,Active & Accessible
